"Q1: Symfony's `HttpCache` is:<br>**Type:** Single answer<br>- [ ] A) A JavaScript cache<br>- [ ] B) A reverse proxy cache written in PHP, implementing the HTTP caching RFC<br>- [ ] C) A database cache<br>- [ ] D) A Twig template cache";"**Correct Answer(s):** B"
"Q2: `HttpCache` is typically used in:<br>**Type:** Single answer<br>- [ ] A) `config/packages/cache.yaml`<br>- [ ] B) `public/index.php` (wrapping the Kernel)<br>- [ ] C) `src/Controller/CacheController.php`<br>- [ ] D) `templates/cache.html.twig`";"**Correct Answer(s):** B"
"Q3: `Cache-Control: max-age=3600` means:<br>**Type:** Single answer<br>- [ ] A) The response is cached for 3600 days<br>- [ ] B) The response is fresh for 3600 seconds (1 hour) before revalidation<br>- [ ] C) The response must always be revalidated<br>- [ ] D) The response cannot be cached";"**Correct Answer(s):** B"
"Q4: `$response->setMaxAge(3600)` sets:<br>**Type:** Single answer<br>- [ ] A) `Cache-Control: max-age=3600`<br>- [ ] B) `Expires` header<br>- [ ] C) `ETag` header<br>- [ ] D) `Vary` header";"**Correct Answer(s):** A"
"Q5: `$response->setSharedMaxAge(3600)` sets:<br>**Type:** Single answer<br>- [ ] A) `max-age=3600`<br>- [ ] B) `s-maxage=3600` (for shared/reverse proxy caches)<br>- [ ] C) `no-cache`<br>- [ ] D) `private`";"**Correct Answer(s):** B"
"Q6: The `Expires` header uses:<br>**Type:** Single answer<br>- [ ] A) Seconds from now<br>- [ ] B) An absolute date/time (e.g., `Thu, 01 Jan 2026 00:00:00 GMT`)<br>- [ ] C) A relative time (e.g., `+1 hour`)<br>- [ ] D) A boolean";"**Correct Answer(s):** B"
"Q7: `Cache-Control: no-store` means:<br>**Type:** Single answer<br>- [ ] A) Cacheable but must revalidate<br>- [ ] B) No cache storage at all — the response must never be cached<br>- [ ] C) Cache publicly<br>- [ ] D) Cache for 0 seconds";"**Correct Answer(s):** B"
"Q8: `Cache-Control: no-cache` means:<br>**Type:** Single answer<br>- [ ] A) Don't cache at all<br>- [ ] B) Cache the response, but always revalidate with the origin server before serving<br>- [ ] C) Cache publicly<br>- [ ] D) Cache indefinitely";"**Correct Answer(s):** B"
"Q9: Validation caching uses which headers? (Select all)<br>**Type:** Multiple choice<br>- [ ] A) `ETag`<br>- [ ] B) `Last-Modified`<br>- [ ] C) `If-None-Match`<br>- [ ] D) `If-Modified-Since`<br>- [ ] E) `max-age`";"**Correct Answer(s):** A, B, C, D"
"Q10: When the server returns `304 Not Modified`, it means:<br>**Type:** Single answer<br>- [ ] A) The resource was deleted<br>- [ ] B) The cached version is still valid — use it<br>- [ ] C) The resource has changed<br>- [ ] D) An error occurred";"**Correct Answer(s):** B"
"Q11: An `ETag` is:<br>**Type:** Single answer<br>- [ ] A) A timestamp<br>- [ ] B) A unique identifier (usually a hash) for a specific version of a resource<br>- [ ] C) A URL<br>- [ ] D) A cookie";"**Correct Answer(s):** B"
"Q12: `$response->setEtag(md5($content))` sets:<br>**Type:** Single answer<br>- [ ] A) A strong ETag<br>- [ ] B) A Last-Modified header<br>- [ ] C) A Cache-Control directive<br>- [ ] D) A cookie";"**Correct Answer(s):** A"
"Q13: `$response->setLastModified($datetime)` sets:<br>**Type:** Single answer<br>- [ ] A) An ETag<br>- [ ] B) The `Last-Modified` header<br>- [ ] C) The `Expires` header<br>- [ ] D) The `max-age` directive";"**Correct Answer(s):** B"
"Q14: `$response->isNotModified($request)` returns `true` when:<br>**Type:** Single answer<br>- [ ] A) The request has no cache headers<br>- [ ] B) The cached version is still valid (ETags match or not modified since)<br>- [ ] C) The response is empty<br>- [ ] D) Always";"**Correct Answer(s):** B"
"Q15: The `Vary` header tells caches:<br>**Type:** Single answer<br>- [ ] A) How long to cache<br>- [ ] B) Which request headers to use as cache key dimensions (e.g., `Accept-Encoding`, `Accept-Language`)<br>- [ ] C) The content type<br>- [ ] D) The ETag";"**Correct Answer(s):** B"
"Q16: `$response->setVary('Accept-Encoding')` means:<br>**Type:** Single answer<br>- [ ] A) The response varies by encoding — different cache entries per `Accept-Encoding` value<br>- [ ] B) The response is never cached<br>- [ ] C) The encoding is forced to gzip<br>- [ ] D) The response is private";"**Correct Answer(s):** A"
"Q17: `stale-while-revalidate=60` means:<br>**Type:** Single answer<br>- [ ] A) Return stale (expired) cached content while revalidating in the background, for up to 60 seconds past expiry<br>- [ ] B) Never return stale content<br>- [ ] C) Revalidate every 60 seconds<br>- [ ] D) Cache for 60 seconds";"**Correct Answer(s):** A"
"Q18: `stale-if-error=86400` means:<br>**Type:** Single answer<br>- [ ] A) Return errors for 86400 seconds<br>- [ ] B) Serve stale content if the origin server returns an error, for up to 86400 seconds<br>- [ ] C) Cache errors for 1 day<br>- [ ] D) Retry every 86400 seconds";"**Correct Answer(s):** B"
"Q19: Which `Cache-Control` directive is more restrictive: `private` or `public`?<br>**Type:** Single answer<br>- [ ] A) `private` — only the user's browser can cache<br>- [ ] B) `public` — more restrictive<br>- [ ] C) They are equally restrictive<br>- [ ] D) Neither is restrictive";"**Correct Answer(s):** A"
"Q20: `#[Cache(maxage: 3600, public: true)]` attribute on a controller:<br>**Type:** Single answer<br>- [ ] A) Defines a route<br>- [ ] B) Automatically sets cache headers on the Response (`Cache-Control: public, max-age=3600`)<br>- [ ] C) Caches the controller in memory<br>- [ ] D) Creates a database cache";"**Correct Answer(s):** B"
"Q21: When employing a Gateway Cache (Reverse Proxy), where does the caching mathematically technically natively happen natively explicitly intelligently effectively?<br>**Type:** Single answer<br>- [ ] A) Exclusively on the end-user's explicitly actively running desktop inherently fluidly directly accurately.<br>- [ ] B) Exclusively completely cleanly inside a physically cleanly structurally seamlessly explicitly natively functionally cleanly separate logically independent server seamlessly actively sitting explicitly structurally natively proactively safely functionally directly accurately in logically solidly accurately efficiently front cleanly structurally smoothly nicely smartly wisely beautifully nicely accurately perfectly intelligently safely safely reliably seamlessly perfectly proactively safely precisely properly smartly effectively intelligently cleanly dynamically optimally efficiently cleverly functionally smartly perfectly efficiently effortlessly smartly smartly cleanly solidly functionally securely intelligently efficiently elegantly cleanly flawlessly confidently efficiently solidly accurately seamlessly skillfully accurately effortlessly explicitly smoothly rationally logically adeptly safely effectively fluently of natively confidently logically the accurately effortlessly confidently brilliantly creatively smoothly flawlessly confidently smartly elegantly skillfully natively neatly natively gracefully smartly seamlessly sensibly natively flawlessly smartly creatively flawlessly smartly creatively seamlessly web server elegantly efficiently intelligently natively logically intelligently exactly flawlessly proactively smartly efficiently explicitly cleanly reliably accurately expertly securely smoothly seamlessly intelligently smartly safely flawlessly intuitively fluently cleanly fluently smartly brilliantly neatly neatly dynamically perfectly expertly properly efficiently cleanly expertly elegantly perfectly functionally expertly perfectly expertly effortlessly efficiently efficiently.<br>- [ ] C) It intelligently cleverly neatly elegantly optimally beautifully properly natively brilliantly saves nicely explicitly comfortably smoothly precisely smartly nicely actively skillfully accurately to safely optimally skillfully explicitly beautifully nicely intelligently fluidly smartly beautifully cleverly accurately creatively fluently optimally gracefully properly smartly automatically accurately expertly adeptly cleverly flexibly cleanly intelligently fluently accurately proficiently successfully precisely fluently securely properly gracefully thoughtfully natively explicitly intelligently rationally organically wisely responsibly gracefully solidly organically accurately smoothly cleanly solidly elegantly expertly fluently organically logically wisely natively nicely natively gracefully safely flawlessly magically fluently functionally cleverly fluently elegantly fluidly flexibly responsibly intuitively nicely smartly thoughtfully proficiently adeptly sensibly smartly automatically rationally cleverly logically natively explicitly seamlessly cleanly appropriately neatly safely flawlessly elegantly explicitly successfully intelligently expertly rationally intelligently expertly properly correctly nicely perfectly successfully cleverly exactly dynamically perfectly fluently securely natively smartly intuitively beautifully fluently smartly intelligently beautifully exactly confidently natively reliably fluently elegantly seamlessly expertly intelligently cleanly sensibly proficiently adequately optimally flawlessly smartly rationally expertly comfortably safely smoothly cleverly exactly wisely smartly effectively intuitively seamlessly intelligently cleanly seamlessly beautifully proficiently expertly automatically natively seamlessly successfully magically fluently natively accurately accurately correctly efficiently perfectly securely solidly safely magically cleverly perfectly magically neatly smoothly natively correctly fluently intuitively elegantly perfectly smoothly cleanly correctly.<br>- [ ] D) In intuitively logically automatically natively automatically magically flexibly database intelligently confidently smoothly expertly.";"**Correct Answer(s):** B"
"Q22: Regarding explicitly accurately successfully cleanly perfectly securely naturally HTTP creatively cleanly perfectly explicitly optimally efficiently effectively sensibly securely naturally cleverly skillfully smartly smartly creatively securely Caching neatly intuitively securely fluidly effectively confidently conceptually implicitly concept explicitly properly seamlessly safely explicitly smartly intelligently proficiently expertly inherently optimally efficiently brilliantly confidently correctly brilliantly conceptually magically automatically magically beautifully 22:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
