"Q1: What is the primary method of the HttpKernel interface that handles transforming a Request into a Response?<br>**Type:** Single answer<br>- [ ] A) `boot()`<br>- [ ] B) `handle()`<br>- [ ] C) `dispatch()`<br>- [ ] D) `process()`";"**Correct Answer(s):** B"
"Q2: What exactly does the FrameworkBundle do regarding controllers?<br>**Type:** Single answer<br>- [ ] A) It implements the ORM mapping for controllers.<br>- [ ] B) It natively provides the HTTP components, routing, DI configuration, and standard event listeners binding controllers together.<br>- [ ] C) It handles frontend template compilations via Webpack Encore.<br>- [ ] D) It handles user authentication natively.";"**Correct Answer(s):** B"
"Q3: According to Symfony core rules, what must a controller logically return eventually?<br>**Type:** Single answer<br>- [ ] A) A rendered HTML string natively.<br>- [ ] B) An array mapping context data natively.<br>- [ ] C) Any `Symfony\Component\HttpFoundation\Response` object.<br>- [ ] D) Natively `void`.";"**Correct Answer(s):** C"
"Q4: Which HttpKernel event natively resolves the controller logic to execute for a matching route request?<br>**Type:** Single answer<br>- [ ] A) `kernel.request`<br>- [ ] B) `kernel.controller`<br>- [ ] C) `kernel.view`<br>- [ ] D) `kernel.exception`";"**Correct Answer(s):** A"
"Q5: Can a Symfony controller physically trigger a sub-request natively executing another internal controller directly?<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q6: What exception is naturally triggered natively if the HttpKernel cannot successfully find a valid controller for an incoming route?<br>**Type:** Single answer<br>- [ ] A) `MethodNotAllowedException`<br>- [ ] B) `ControllerNotFoundException`<br>- [ ] C) `NotFoundHttpException` natively originating from routing failures usually.<br>- [ ] D) `LogicException` mapping strictly complaining about missing controllers natively.";"**Correct Answer(s):** C"
"Q7: If a controller accidentally natively returns an Array instead of a Response object natively, what specific Kernel event natively allows a listener to intercept and properly convert it seamlessly?<br>**Type:** Single answer<br>- [ ] A) `kernel.response`<br>- [ ] B) `kernel.view`<br>- [ ] C) `kernel.terminate`<br>- [ ] D) `kernel.controller_arguments`";"**Correct Answer(s):** B"
"Q8: What is the natively accepted convention for a controller file namespace organically?<br>**Type:** Single answer<br>- [ ] A) `App\HTTP\Controllers`<br>- [ ] B) `App\Controller`<br>- [ ] C) `App\Bundle\Controllers`<br>- [ ] D) `Symfony\App\Controller`";"**Correct Answer(s):** B"
"Q9: By convention, a class acting as a controller natively usually ends with natively what suffix cleanly?<br>**Type:** Single answer<br>- [ ] A) `Action`<br>- [ ] B) `Handler`<br>- [ ] C) `Controller`<br>- [ ] D) `Manager`";"**Correct Answer(s):** C"
"Q10: How do you name an action method if you want the class to act purely organically as an invokable single-action controller neatly?<br>**Type:** Single answer<br>- [ ] A) `execute()`<br>- [ ] B) `__invoke()`<br>- [ ] C) `index()`<br>- [ ] D) `handle()`";"**Correct Answer(s):** B"
"Q11: Must all mapped controller action methods structurally functionally append "Action" to their physical internal name natively (e.g., `indexAction()`)?<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q11: Do all controller methods need an "Action" suffix (e.g., `indexAction()`)?<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q12: How are action methods mapped natively securely inside PHP attributes?<br>**Type:** Single answer<br>- [ ] A) Using `@Action('/path')`<br>- [ ] B) Using `#[Route('/path')]`<br>- [ ] C) By naming the method `actionPath()`<br>- [ ] D) Using `#[Controller('/path')]`";"**Correct Answer(s):** B"
"Q13: Does Symfony restrict a controller class to only having HTTP-related methods?<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q14: What is the primary benefit of extending `Symfony\Bundle\FrameworkBundle\Controller\AbstractController` securely?<br>**Type:** Single answer<br>- [ ] A) It improves database performance dramatically.<br>- [ ] B) It automatically injects the Kernel into every method natively.<br>- [ ] C) It provides shortcut helper methods securely (like `render()`, `json()`, `redirectToRoute()`) and implements a Service Locator locally.<br>- [ ] D) It acts exclusively as a security firewall effectively.";"**Correct Answer(s):** C"
"Q15: Do you physically have to extend `AbstractController` natively to build a functional Symfony controller?<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q16: Why specifically does `AbstractController` implement `ServiceSubscriberInterface` natively?<br>**Type:** Single answer<br>- [ ] A) To compile the DI exactly.<br>- [ ] B) To inject the entire huge Container directly into the class globally.<br>- [ ] C) To automatically subscribe the component to Kernel Doctrine events manually.<br>- [ ] D) To define a minimal lazily-loaded ServiceLocator requesting only specific essential services securely (like Router, Twig, FormFactory).";"**Correct Answer(s):** D"
"Q17: Which helper method on `AbstractController` naturally triggers an immediate 404 HTTP response securely securely?<br>**Type:** Single answer<br>- [ ] A) `throwNotFound()`<br>- [ ] B) `abort(404)`<br>- [ ] C) `createNotFoundException()`<br>- [ ] D) `trigger404()`";"**Correct Answer(s):** C"
"Q18: What explicitly does `$this->json($data)` return physically natively securely?<br>**Type:** Single answer<br>- [ ] A) A string natively containing standard JSON.<br>- [ ] B) Exactly a `Symfony\Component\HttpFoundation\JsonResponse` securely carrying the data completely properly serialized smoothly.<br>- [ ] C) Both A and B dynamically.<br>- [ ] D) Nothing securely.";"**Correct Answer(s):** B"
"Q19: Which method correctly denies access rapidly throwing an `AccessDeniedException` if a standard user lacks specific valid credentials natively securely?<br>**Type:** Single answer<br>- [ ] A) `$this->checkRole('ROLE_ADMIN')`<br>- [ ] B) `$this->isGranted('ROLE_ADMIN')`<br>- [ ] C) `$this->denyAccessUnlessGranted('ROLE_ADMIN')`<br>- [ ] D) Both natively B and C explicitly.";"**Correct Answer(s):** C"
"Q19: Which method throws an `AccessDeniedException` if the user lacks a role?<br>**Type:** Single answer<br>- [ ] A) `$this->checkRole('ROLE_ADMIN')`<br>- [ ] B) `$this->isGranted('ROLE_ADMIN')`<br>- [ ] C) `$this->denyAccessUnlessGranted('ROLE_ADMIN')`<br>- [ ] D) Both B and C";"**Correct Answer(s):** C"
